CensusId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,Poverty
18023,Indiana,Clinton,32835,16165,16670,4761.075,27515.73,229.84499999999997,65.67,98.505,32.835,22754,48478.0,14.1
18025,Indiana,Crawford,10591,5347,5244,148.27399999999997,10220.315,10.591000000000001,116.501,0.0,0.0,8183,38695.0,20.7
18027,Indiana,Daviess,32411,16232,16179,1458.495,30142.230000000003,453.75399999999996,0.0,97.233,0.0,22386,47342.0,13.2
18029,Indiana,Dearborn,49679,24766,24913,546.469,47890.556000000004,397.432,149.037,248.395,49.679,37755,58680.0,9.3
18031,Indiana,Decatur,26240,12985,13255,472.32000000000005,25006.719999999998,157.44,26.240000000000002,341.12,0.0,19469,49799.0,14.2
18033,Indiana,DeKalb,42449,21132,21317,1103.6740000000002,40453.897,42.449,42.449,212.245,0.0,31405,48341.0,14.6
18035,Indiana,Delaware,117335,56294,61041,2346.7000000000003,102668.125,6805.429999999999,117.33500000000001,1408.02,0.0,93180,38830.0,22.0
18037,Indiana,Dubois,42291,21113,21178,2748.915,38865.429000000004,169.16400000000002,42.291000000000004,253.746,0.0,30607,53513.0,9.8
18039,Indiana,Elkhart,200685,99175,101510,29701.380000000005,152721.28499999997,11238.359999999999,200.685,2207.5350000000003,0.0,132834,47913.0,16.1
18041,Indiana,Fayette,23773,11747,12026,237.73000000000002,22822.079999999998,475.46000000000004,0.0,71.319,0.0,18354,39379.0,20.6
18043,Indiana,Floyd,75900,36794,39106,2201.1,67323.3,3719.1000000000004,227.70000000000002,759.0,0.0,57136,54914.0,12.8
18045,Indiana,Fountain,16888,8461,8427,405.312,16161.816,67.552,67.552,16.888,0.0,12828,46760.0,12.0
18047,Indiana,Franklin,22935,11446,11489,229.35,22338.690000000002,45.87,22.935,137.61,0.0,17234,51748.0,10.6
18049,Indiana,Fulton,20527,10256,10271,985.296,18987.475000000002,205.27,82.108,102.635,0.0,15201,45332.0,14.9
18051,Indiana,Gibson,33668,16855,16813,505.02,31715.256,538.688,33.668,67.336,0.0,25500,48303.0,11.2
18053,Indiana,Grant,68896,32990,35906,2755.84,59112.768,4547.136,137.792,482.27199999999993,0.0,54035,40294.0,18.7
18055,Indiana,Greene,32815,16298,16517,393.78000000000003,31830.55,65.63,0.0,131.26,65.63,25215,45397.0,13.6
18057,Indiana,Hamilton,296635,144898,151737,10975.495,252139.75,10382.225,296.635,15721.654999999999,0.0,200794,86222.0,4.7
18059,Indiana,Hancock,71328,34905,36423,1426.56,66763.008,1426.56,213.984,356.64,0.0,53277,66606.0,6.5
18061,Indiana,Harrison,39230,19612,19618,666.9100000000001,37700.03,313.84000000000003,78.46000000000001,156.92000000000002,0.0,30063,52128.0,13.9
18063,Indiana,Hendricks,153435,76496,76939,5216.79,133028.145,8745.795,153.435,3682.44,0.0,110052,70163.0,5.0
18065,Indiana,Henry,49146,25371,23775,786.336,46197.24,835.4820000000001,147.43800000000002,196.584,0.0,38488,41855.0,16.3
18067,Indiana,Howard,82765,39916,42849,2482.95,71343.43,5710.785000000001,165.53,993.1800000000001,0.0,62950,44226.0,17.8
18069,Indiana,Huntington,36863,18116,18747,737.26,35241.028,258.041,147.452,294.904,0.0,28270,46945.0,12.0
18071,Indiana,Jackson,43471,21713,21758,2651.7309999999998,39210.842000000004,347.76800000000003,86.94200000000001,608.5939999999999,0.0,31564,47000.0,14.8
18073,Indiana,Jasper,33448,16591,16857,1939.984,30772.16,234.13599999999997,0.0,66.896,0.0,24538,55374.0,8.4
18075,Indiana,Jay,21255,10443,10812,616.395,20277.27,127.53,42.51,63.765,0.0,15553,41021.0,16.3
18077,Indiana,Jefferson,32453,15535,16918,778.8720000000001,30311.102000000003,616.607,64.906,259.624,0.0,25123,45718.0,14.5
18079,Indiana,Jennings,28113,14134,13979,646.5989999999999,26847.914999999997,393.58199999999994,28.113,56.226,0.0,21051,44736.0,15.9
18081,Indiana,Johnson,145645,71670,73975,4951.93,132536.95,2767.255,145.645,2912.9,0.0,105524,62147.0,9.9
18083,Indiana,Knox,38062,19264,18798,685.1160000000001,35473.784,1141.86,38.062,228.372,38.062,29765,42725.0,15.9
18085,Indiana,Kosciusko,77983,38870,39113,6082.674,69404.87,545.881,233.949,779.83,0.0,56795,52821.0,11.4
18087,Indiana,LaGrange,38084,19233,18851,1447.192,36027.464,0.0,38.084,114.252,0.0,24533,49964.0,13.0
18089,Indiana,Lake,491596,237712,253884,87012.492,269394.60799999995,119949.424,983.192,6390.7480000000005,0.0,355301,50135.0,17.9
18091,Indiana,LaPorte,111280,57575,53705,6676.8,89469.12000000001,12018.240000000002,222.56,556.4,0.0,84965,46872.0,17.4
18093,Indiana,Lawrence,45814,22637,23177,687.2099999999999,44027.254,183.256,45.814,274.884,0.0,35224,45875.0,13.0
18095,Indiana,Madison,130280,65208,65072,4690.080000000001,111780.24,10031.56,130.28,521.12,130.28,99967,44195.0,17.1
18097,Indiana,Marion,926335,446372,479963,89854.495,538200.635,248257.78000000003,1852.67,22232.04,0.0,645566,42168.0,21.1
18099,Indiana,Marshall,46962,23335,23627,4273.5419999999995,41608.331999999995,281.772,46.962,281.772,46.962,33384,48485.0,12.1
18101,Indiana,Martin,10262,5176,5086,20.524,9995.188,30.786,41.048,61.572,10.262,7875,44589.0,13.0
18103,Indiana,Miami,36211,19482,16729,977.6970000000001,32517.478,1810.5500000000002,362.11,108.633,36.211,28130,45184.0,15.2
18105,Indiana,Monroe,142404,70830,71574,4556.928,120758.59199999999,4129.715999999999,284.808,8686.644,0.0,111373,42404.0,24.8
18107,Indiana,Montgomery,38172,19378,18794,1717.74,35309.1,343.54800000000006,114.516,190.86,0.0,28405,48213.0,14.2
18109,Indiana,Morgan,69403,34338,35065,971.6419999999999,66973.895,277.612,69.403,416.418,0.0,52408,55432.0,12.1
18111,Indiana,Newton,14057,7100,6957,787.1919999999999,12974.610999999999,42.171,28.114,56.228,14.057,10624,46895.0,13.7
18113,Indiana,Noble,47546,23826,23720,4754.6,41792.934,237.73000000000002,47.546,285.276,0.0,34020,49331.0,12.2
18115,Indiana,Ohio,6033,3015,3018,0.0,5966.637000000001,60.33,0.0,0.0,0.0,4814,48780.0,7.9
18117,Indiana,Orange,19725,9783,9942,256.425,18896.55,276.15,19.725,59.175000000000004,0.0,14862,39812.0,17.6
18119,Indiana,Owen,21192,10705,10487,148.344,20471.471999999998,127.152,63.576,42.384,0.0,16486,43948.0,15.1
18121,Indiana,Parke,17107,8098,9009,222.39100000000002,16251.65,342.14,34.214,17.107,51.321,13356,40781.0,16.0
18123,Indiana,Perry,19414,10407,9007,232.96800000000002,18326.816000000003,582.42,19.414,58.242000000000004,0.0,15275,47470.0,13.0
18125,Indiana,Pike,12687,6373,6314,25.374,12572.817,25.374,0.0,12.687,0.0,9882,44399.0,10.0
18127,Indiana,Porter,166570,81958,84612,15324.44,140751.65,5330.24,333.14,2331.9799999999996,166.57,125522,63926.0,11.6
18129,Indiana,Posey,25567,12708,12859,255.67000000000002,24646.588000000003,332.37100000000004,0.0,102.268,0.0,19656,58101.0,11.1
18131,Indiana,Pulaski,13047,6623,6424,365.316,12381.603000000001,39.141,13.047,52.188,0.0,9984,43836.0,14.2
18133,Indiana,Putnam,37650,19967,17683,677.7,34600.35,1506.0,75.3,338.85,0.0,29739,51355.0,10.2
18135,Indiana,Randolph,25596,12487,13109,819.072,24188.219999999998,102.384,25.596,25.596,0.0,19288,40810.0,18.0
18137,Indiana,Ripley,28612,14064,14548,486.40400000000005,27496.131999999998,143.06,57.224000000000004,314.732,0.0,21395,51170.0,8.6
18139,Indiana,Rush,16991,8414,8577,220.883,16396.315,152.919,0.0,33.982,0.0,13031,45121.0,17.6
18141,Indiana,St. Joseph,267246,129457,137789,21379.68,198831.02400000003,34207.488,801.738,5344.92,267.246,193982,45471.0,17.8
18143,Indiana,Scott,23783,11685,12098,404.31100000000004,22926.812,47.566,23.783,95.132,0.0,18017,44442.0,17.8
18145,Indiana,Shelby,44441,21899,22542,1733.199,41241.248,577.7330000000001,0.0,311.087,0.0,33278,53584.0,12.2
18147,Indiana,Spencer,20856,10557,10299,563.1120000000001,19896.624,125.136,41.712,62.568,20.856,15889,55247.0,10.8
18149,Indiana,Starke,23117,11395,11722,809.095,21868.682,161.819,23.117,69.351,0.0,17531,42208.0,16.0
18151,Indiana,Steuben,34267,17379,16888,1096.544,32313.781,102.801,0.0,137.068,0.0,26456,48472.0,10.8
18153,Indiana,Sullivan,21111,11540,9571,358.887,19485.452999999998,949.995,63.333,42.222,0.0,16747,45023.0,18.7
18155,Indiana,Switzerland,10500,5443,5057,73.49999999999999,10143.0,105.0,21.0,21.0,0.0,7798,44061.0,19.6
18157,Indiana,Tippecanoe,180952,92366,88586,14295.208,141866.36800000002,7961.888000000001,180.952,13028.544000000002,0.0,128850,45932.0,22.2
18159,Indiana,Tipton,15573,7776,7797,404.898,14903.361,31.146,0.0,15.573,46.719,12087,51613.0,10.0
18161,Indiana,Union,7299,3681,3618,51.092999999999996,7028.937,14.598,0.0,43.794000000000004,0.0,5553,44277.0,10.4
18163,Indiana,Vanderburgh,181305,87661,93644,4351.32,153384.03,16317.449999999999,362.61,1994.3550000000002,181.305,139081,43046.0,16.6
18165,Indiana,Vermillion,15860,7785,8075,174.46,15384.199999999999,47.58,63.440000000000005,47.58,0.0,12220,43600.0,12.9
18167,Indiana,Vigo,108268,54952,53316,2706.7000000000003,93218.74799999999,6604.348,216.536,2057.092,0.0,83791,40313.0,20.5
18169,Indiana,Wabash,32358,15894,16464,744.234,30643.026,258.86400000000003,226.50599999999997,97.074,0.0,25100,45649.0,14.4
18171,Indiana,Warren,8367,4159,4208,108.77100000000002,8107.6230000000005,50.202,16.734,8.367,0.0,6503,56042.0,9.1
18173,Indiana,Warrick,60995,30171,30824,1036.915,56908.335,914.925,121.99000000000001,1280.895,0.0,45043,62185.0,9.9
18175,Indiana,Washington,27930,13867,14063,391.02,27092.1,27.93,111.72,55.86,0.0,21122,41289.0,15.2
18177,Indiana,Wayne,67866,32924,34942,1832.3820000000003,60265.008,3189.702,67.866,542.928,0.0,51786,38494.0,21.1
18179,Indiana,Wells,27796,13709,14087,694.9000000000001,26545.18,166.776,83.388,166.776,0.0,20852,51101.0,12.2
18181,Indiana,White,24388,12107,12281,1829.1,22022.364,97.552,0.0,48.776,0.0,17872,52154.0,9.6
18183,Indiana,Whitley,33330,16667,16663,633.27,31963.47,133.32,133.32,99.99000000000001,0.0,25350,54389.0,8.0
19001,Iowa,Adair,7426,3667,3759,111.39,7218.072,29.704,0.0,22.278,0.0,5779,46526.0,10.6
19003,Iowa,Adams,3892,1942,1950,31.136,3775.24,27.243999999999996,0.0,11.676,0.0,3061,48043.0,10.2
19005,Iowa,Allamakee,14060,7169,6891,759.2400000000001,12935.2,98.41999999999999,14.06,42.18,0.0,10493,45890.0,10.9
19007,Iowa,Appanoose,12669,6302,6367,202.704,12187.578000000001,38.007,0.0,50.676,0.0,9828,41394.0,13.7
19009,Iowa,Audubon,5869,2858,3011,46.952,5722.275,11.738,11.738,17.607,0.0,4635,46979.0,9.7
19011,Iowa,Benton,25803,12888,12915,335.439,24977.304,180.62099999999998,0.0,51.606,0.0,19287,60606.0,9.6
19013,Iowa,Black Hawk,132496,64707,67789,5299.84,109971.68,11924.64,264.992,2252.4320000000002,0.0,101223,48369.0,15.7
19015,Iowa,Boone,26401,13244,13157,607.223,25080.949999999997,237.60900000000004,52.802,79.203,0.0,20342,52985.0,10.1
19017,Iowa,Bremer,24539,12103,12436,319.007,23557.44,269.92900000000003,49.078,196.312,49.078,18966,62163.0,8.3
19019,Iowa,Buchanan,20998,10426,10572,293.972,20284.068,83.992,62.994,104.99000000000001,0.0,15334,56150.0,9.5
19021,Iowa,Buena Vista,20507,10516,9991,4983.201,13103.973,553.6890000000001,0.0,1558.532,184.56300000000002,13250,48195.0,12.6
19023,Iowa,Butler,14966,7429,7537,164.626,14546.952,59.864000000000004,14.966000000000001,74.83,0.0,11361,52360.0,9.0
19025,Iowa,Calhoun,9914,5065,4849,168.538,9418.3,138.796,39.656,29.742,0.0,7871,44921.0,14.8
19027,Iowa,Carroll,20629,10066,10563,433.209,19741.953,309.435,20.629,20.629,0.0,15552,50559.0,10.1
19029,Iowa,Cass,13590,6661,6929,312.57,13032.810000000001,54.36,27.18,54.36,13.59,10501,43750.0,13.9
19031,Iowa,Cedar,18375,9013,9362,312.375,17676.75,73.5,0.0,110.25,0.0,14025,59047.0,7.7
19033,Iowa,Cerro Gordo,43481,21284,22197,1826.2020000000002,39959.039000000004,521.772,86.962,478.29100000000005,0.0,34052,46122.0,13.4
19035,Iowa,Cherokee,11853,5921,5932,367.443,11177.378999999999,59.265,47.412,11.853,0.0,9304,48599.0,11.2
19037,Iowa,Chickasaw,12244,6149,6095,281.612,11778.728000000001,48.976,12.244,73.464,0.0,9222,47040.0,8.8
19039,Iowa,Clarke,9280,4686,4594,1057.92,8157.12,9.28,0.0,46.4,0.0,6622,43327.0,16.4
19041,Iowa,Clay,16537,8133,8404,496.10999999999996,15644.001999999999,99.22200000000001,16.537,33.074,66.148,12604,50389.0,11.5
19043,Iowa,Clayton,17806,8896,8910,320.50800000000004,17164.984,160.25400000000002,17.806,53.418,0.0,13685,48007.0,11.1
19045,Iowa,Clinton,48365,23788,24577,1402.5849999999998,44350.705,1305.8550000000002,193.46,338.55499999999995,0.0,36688,50498.0,13.9
19047,Iowa,Crawford,17252,8688,8564,4658.04,11921.132,172.52,155.26800000000003,51.756,34.504,11220,48084.0,19.8
19049,Iowa,Dallas,74892,36706,38186,4643.304,65230.932,823.8120000000001,74.892,2546.328,74.892,50730,76320.0,6.5
19051,Iowa,Davis,8742,4295,4447,104.904,8505.966,17.484,0.0,26.226,0.0,6198,48888.0,19.3
19053,Iowa,Decatur,8249,4115,4134,222.723,7679.8189999999995,140.233,41.245,57.742999999999995,16.498,6364,38560.0,20.6
19055,Iowa,Delaware,17507,8731,8776,192.57700000000003,17051.818000000003,35.014,0.0,52.521,0.0,13138,58274.0,10.0
19057,Iowa,Des Moines,40208,19611,20597,1166.032,35543.872,2171.2320000000004,40.208,241.24800000000002,0.0,30621,44423.0,15.2
19059,Iowa,Dickinson,16967,8490,8477,271.472,16407.089,50.901,16.967,33.934,33.934,13622,57265.0,6.6
19061,Iowa,Dubuque,95906,47401,48505,2109.9320000000002,88329.42599999999,1822.214,95.906,1246.778,287.718,72617,54605.0,12.2
19063,Iowa,Emmet,9917,4887,5030,892.53,8776.545,138.838,39.668,19.834,0.0,7485,47795.0,13.6
19065,Iowa,Fayette,20589,10338,10251,452.958,19477.194,226.479,41.178000000000004,164.71200000000002,0.0,16011,44928.0,12.9
19067,Iowa,Floyd,16050,7958,8092,353.1,15022.8,321.0,0.0,80.25,0.0,12201,44797.0,12.4
19069,Iowa,Franklin,10489,5243,5246,1206.2350000000001,9072.985,104.89,0.0,20.978,0.0,7810,48605.0,13.3
19071,Iowa,Fremont,7106,3523,3583,177.65,6779.124000000001,7.106,35.53,0.0,0.0,5519,53324.0,11.0
19073,Iowa,Greene,9174,4481,4693,238.52400000000003,8751.996000000001,9.174,0.0,36.696,0.0,7009,46898.0,12.6
19075,Iowa,Grundy,12407,6095,6312,148.88400000000001,12072.011,49.628,12.407,49.628,0.0,9406,56750.0,6.2
19077,Iowa,Guthrie,10740,5318,5422,225.54000000000002,10321.14,85.92,10.74,10.74,21.48,8252,51013.0,11.4
19079,Iowa,Hamilton,15297,7467,7830,826.0380000000001,13874.379,107.079,0.0,336.53400000000005,0.0,11415,49813.0,11.4
19081,Iowa,Hancock,11092,5575,5517,410.40400000000005,10448.664,66.552,11.092,33.276,0.0,8446,52981.0,8.5
19083,Iowa,Hardin,17393,8629,8764,678.327,16175.490000000002,156.537,34.786,173.93,0.0,13316,51019.0,8.8
19085,Iowa,Harrison,14467,7170,7297,202.53799999999998,14004.056,14.467,57.868,43.401,0.0,11094,53567.0,9.9
